"Airradians_TranscriptID","blastxEval_CvirgTranscriptID","blastxEval_CvirgProteinID","blastxEval_CvirgGeneID","meanLength","blastxEval_CvirgGOterms"
"evm.model.Contig80.146","XM_022462388.1",NA,NA,NA,NA
"evm.model.Contig80.147","XM_022462386.1",NA,NA,NA,NA
"evm.model.Contig80.150","XM_022455258.1",NA,NA,NA,NA
"evm.model.Contig80.154","XR_002636843.1",NA,NA,NA,NA
"evm.model.Contig80.158","XM_022452254.1",NA,NA,NA,NA
"evm.model.Contig80.161","XM_022480038.1",NA,NA,NA,NA
"evm.model.Contig80.166","XM_022474985.1",NA,NA,NA,NA
"evm.model.Contig80.169","XM_022474985.1",NA,NA,NA,NA
"evm.model.Contig80.17","XM_022438361.1",NA,NA,NA,NA
"evm.model.Contig80.172","XM_022431755.1","LOC111100130","trissin receptor-like",390,"GO:0003674;GO:0005575;GO:0007165;GO:0007267"
"evm.model.Contig80.173","XM_022461980.1","LOC111120926","TATA box-binding protein-like protein 1",279,"GO:0003677;GO:0009058;GO:0034641"
"evm.model.Contig80.174","XM_022461980.1","LOC111120926","TATA box-binding protein-like protein 1",279,"GO:0003677;GO:0009058;GO:0034641"
"evm.model.Contig80.175","XM_022463499.1","LOC111121987","probable splicing factor 3B subunit 5",85,"GO:0006397"
"evm.model.Contig80.176","XM_022463492.1",NA,NA,NA,NA
"evm.model.Contig80.177","XM_022434239.1","LOC111101655","membrane progestin receptor beta-like",344,"GO:0005575"
"evm.model.Contig80.181","XM_022462818.1",NA,NA,NA,NA
"evm.model.Contig80.182","XM_022463028.1","LOC111121662","uncharacterized",869,"GO:0003674"
"evm.model.Contig80.19","XM_022434276.1","LOC111101690","ras-related and estrogen-regulated growth inhibitor-like",210,"GO:0003924;GO:0005575;GO:0007165;GO:0043167"
"evm.model.Contig80.190","XM_022458637.1","LOC111118921","uncharacterized",675,"GO:0003674;GO:0007165"
"evm.model.Contig80.192","XM_022458636.1","LOC111118920","structural maintenance of chromosomes protein 6-like",1103,"GO:0005694;GO:0006259;GO:0006950;GO:0032991"
"evm.model.Contig80.193","XM_022444014.1",NA,NA,NA,NA
"evm.model.Contig80.194","XM_022462678.1",NA,NA,NA,NA
"evm.model.Contig80.196","XM_022463761.1",NA,NA,NA,NA
"evm.model.Contig80.197","XM_022461618.1","LOC111120698","uncharacterized",1275,"GO:0003674;GO:0007165"
"evm.model.Contig80.198","XM_022461811.1","LOC111120825","stress response protein nst1-like",144,"GO:0005634"
"evm.model.Contig80.199","XM_022482521.1","LOC111133829","probable cytochrome P450 49a1",505.5,"GO:0016491;GO:0043167"
"evm.model.Contig80.20","XM_022439737.1",NA,NA,NA,NA
"evm.model.Contig80.200","XM_022459754.1","LOC111119530","uncharacterized",1303,"GO:0003674"
"evm.model.Contig80.201","XM_022460529.1",NA,NA,NA,NA
"evm.model.Contig80.202","XM_022463270.1","LOC111121832","dnaJ homolog subfamily B member 4-like",355,"GO:0006457;GO:0051082"
"evm.model.Contig80.203","XM_022463270.1","LOC111121832","dnaJ homolog subfamily B member 4-like",355,"GO:0006457;GO:0051082"
"evm.model.Contig80.204","XM_022463270.1","LOC111121832","dnaJ homolog subfamily B member 4-like",355,"GO:0006457;GO:0051082"
"evm.model.Contig80.205","XM_022458916.1","LOC111119093","nuclear transcription factor Y subunit gamma-like",367,"GO:0003700;GO:0005634;GO:0009058;GO:0032991;GO:0034641"
"evm.model.Contig80.206","XM_022458908.1","LOC111119087","uncharacterized",1692,"GO:0005654;GO:0008219;GO:0009058;GO:0032991;GO:0034641;GO:0043167"
"evm.model.Contig80.210","XM_022462475.1",NA,NA,NA,NA
"evm.model.Contig80.211","XM_022457230.1","LOC111117975","uncharacterized",2113,"GO:0043167"
"evm.model.Contig80.213","XM_022446157.1",NA,NA,NA,NA
"evm.model.Contig80.214","XM_022470230.1","LOC111125945","deleted in malignant brain tumors 1 protein-like",2581,"GO:0003674;GO:0005575;GO:0007165"
"evm.model.Contig80.215","XM_022447599.1","LOC111110933","receptor-type tyrosine-protein phosphatase alpha-like",559,"GO:0006464;GO:0006520;GO:0016791"
"evm.model.Contig80.216","XM_022456186.1","LOC111117103","receptor-type tyrosine-protein phosphatase mu-like",1414.75,"GO:0006464;GO:0006520;GO:0016791"
"evm.model.Contig80.217","XM_022462989.1","LOC111121632","F-box only protein 32-like",332,"GO:0003674"
"evm.model.Contig80.221","XM_022457562.1","LOC111118223","glutathione peroxidase 7-like",182,"GO:0006790;GO:0006950;GO:0016491;GO:0034641;GO:0051186"
"evm.model.Contig80.222","XM_022462732.1","LOC111121443","cell division cycle protein 20 homolog",507,"GO:0006464;GO:0009056;GO:0030234"
"evm.model.Contig80.223","XM_022462733.1","LOC111121444","trafficking protein particle complex subunit 5-like",184,"GO:0005622;GO:0016192;GO:0032991"
"evm.model.Contig80.224","XM_022457998.1","LOC111118492","A disintegrin and metalloproteinase with thrombospondin motifs 6-like",1106,"GO:0008233"
"evm.model.Contig80.225","XM_022458650.1","LOC111118932","FRAS1-related extracellular matrix protein 1-like",1925,"GO:0003677;GO:0006259;GO:0007155;GO:0008168;GO:0031012"
"evm.model.Contig80.227","XM_022459828.1","LOC111119562","EF-hand calcium-binding domain-containing protein 7-like",801.666666666667,"GO:0043167"
"evm.model.Contig80.228","XM_022431225.1","LOC111099773","transcription factor AP-2-epsilon-like",454,"GO:0003700;GO:0005634;GO:0009058;GO:0032991;GO:0034641"
"evm.model.Contig80.230","XM_022462814.1",NA,NA,NA,NA
"evm.model.Contig80.232","XM_022462810.1","LOC111121505","solute carrier family 17 member 9-like",464,"GO:0005575;GO:0055085"
"evm.model.Contig80.233","XM_022457115.1","LOC111117874","uncharacterized",223,"GO:0003674"
"evm.model.Contig80.234","XM_022460749.1","LOC111120086","fizzy-related protein homolog",491,"GO:0006464;GO:0030234"
"evm.model.Contig80.235","XM_022460751.1",NA,NA,NA,NA
"evm.model.Contig80.236","XM_022460750.1",NA,NA,NA,NA
"evm.model.Contig80.24","XM_022431960.1","LOC111100273","cleavage stimulation factor subunit 2-like",428,"GO:0003674;GO:0006397"
"evm.model.Contig80.240","XM_022459345.1",NA,NA,NA,NA
"evm.model.Contig80.241","XM_022462731.1","LOC111121441","reticulocalbin-2-like",321,"GO:0043167"
"evm.model.Contig80.242","XM_022460797.1",NA,NA,NA,NA
"evm.model.Contig80.243","XM_022463209.1","LOC111121779","SOSS complex subunit C-like",107,"GO:0005634;GO:0006259;GO:0006950;GO:0032991"
"evm.model.Contig80.244","XM_022464187.1","LOC111122404","sorting nexin-30-like",501,"GO:0008289;GO:0043167"
"evm.model.Contig80.245","XM_022457239.1",NA,NA,NA,NA
"evm.model.Contig80.246","XM_022461602.1","LOC111120687","RAB6A-GEF complex partner protein 1-like",1404,"GO:0003674;GO:0005794;GO:0006810;GO:0032991"
"evm.model.Contig80.248","XM_022490290.1","LOC111138362","U2 small nuclear ribonucleoprotein auxiliary factor 35 kDa subunit-related protein 2-like",596,"GO:0003723;GO:0005634;GO:0006397;GO:0032991;GO:0043167"
"evm.model.Contig80.249","XM_022458886.1","LOC111119072","tyrosine-protein kinase SRK2-like",516.5,"GO:0006464;GO:0016301;GO:0043167"
"evm.model.Contig80.25","XM_022431961.1","LOC111100274","mitochondrial pyruvate carrier 1-like",152,"GO:0005739;GO:0055085"
"evm.model.Contig80.250","XM_022457201.1","LOC111117953","syntenin-1-like",300,"GO:0003674;GO:0007010;GO:0007165;GO:0007267"
"evm.model.Contig80.251","XM_022458253.1",NA,NA,NA,NA
"evm.model.Contig80.252","XM_022459228.1",NA,NA,NA,NA
"evm.model.Contig80.253","XM_022463046.1",NA,NA,NA,NA
"evm.model.Contig80.254","XM_022463045.1",NA,NA,NA,NA
"evm.model.Contig80.257","XM_022463108.1",NA,NA,NA,NA
"evm.model.Contig80.259","XM_022460609.1","LOC111120003","ribonuclease H1-like",295.666666666667,"GO:0004518;GO:0043167"
"evm.model.Contig80.26","XM_022431962.1","LOC111100275","AFG1-like ATPase",482,"GO:0043167"
"evm.model.Contig80.260","XM_022463302.1","LOC111121848","40S ribosomal protein S7-like",192,"GO:0003735;GO:0005840;GO:0006412;GO:0042254"
"evm.model.Contig80.261","XM_022459442.1","LOC111119360","receptor-type tyrosine-protein phosphatase alpha-like",1433.625,"GO:0006464;GO:0006520;GO:0016791"
"evm.model.Contig80.263","XM_022458697.1",NA,NA,NA,NA
"evm.model.Contig80.264","XM_022458697.1",NA,NA,NA,NA
"evm.model.Contig80.266","XM_022457603.1","LOC111118247","peroxiredoxin-like",213.8,"GO:0016491;GO:0042592"
"evm.model.Contig80.268","XM_022464096.1","LOC111122351","trafficking protein particle complex subunit 12-like",788.5,"GO:0003674"
"evm.model.Contig80.269","XM_022464097.1","LOC111122353","protein TSSC1-like",377,"GO:0003674"
"evm.model.Contig80.270","XM_022459887.1","LOC111119585","myelin transcription factor 1-like",778.714285714286,"GO:0005634;GO:0009058;GO:0034641;GO:0043167"
"evm.model.Contig80.271","XM_022457158.1","LOC111117922","protein-L-isoaspartate O-methyltransferase domain-containing protein 1-like",626,"GO:0006464;GO:0006790;GO:0008168;GO:0051186"
"evm.model.Contig80.272","XM_022457157.1","LOC111117921","lethal(3)malignant brain tumor-like protein 3",1405,"GO:0005634;GO:0009058;GO:0034641;GO:0043167"
"evm.model.Contig80.273","XM_022458077.1",NA,NA,NA,NA
"evm.model.Contig80.277","XM_022462768.1",NA,NA,NA,NA
"evm.model.Contig80.28","XM_022433691.1","LOC111101256","sorting nexin-3-like",172,"GO:0008289;GO:0043167"
"evm.model.Contig80.280","XM_022447599.1","LOC111110933","receptor-type tyrosine-protein phosphatase alpha-like",559,"GO:0006464;GO:0006520;GO:0016791"
"evm.model.Contig80.281","XM_022434708.1",NA,NA,NA,NA
"evm.model.Contig80.282","XM_022447599.1","LOC111110933","receptor-type tyrosine-protein phosphatase alpha-like",559,"GO:0006464;GO:0006520;GO:0016791"
"evm.model.Contig80.283","XM_022455258.1",NA,NA,NA,NA
"evm.model.Contig80.284","XM_022452273.1",NA,NA,NA,NA
"evm.model.Contig80.285","XM_022444251.1","LOC111108398","multiple epidermal growth factor-like domains protein 10",607,"GO:0003674;GO:0005575;GO:0007165;GO:0016192"
"evm.model.Contig80.286","XM_022450917.1",NA,NA,NA,NA
"evm.model.Contig80.33","XM_022466850.1",NA,NA,NA,NA
"evm.model.Contig80.37","XM_022437089.1","LOC111103668","hsp90 co-chaperone Cdc37-like",362,"GO:0019899"
"evm.model.Contig80.38","XM_022437652.1","LOC111103981","periodic tryptophan protein 1 homolog",523.5,"GO:0003674"
"evm.model.Contig80.39","XM_022433931.1",NA,NA,NA,NA
"evm.model.Contig80.4","XM_022437048.1","LOC111103646","proto-oncogene tyrosine-protein kinase ROS-like",2507.375,"GO:0005575;GO:0006464;GO:0007165;GO:0016301;GO:0043167"
"evm.model.Contig80.40_evm.model.Contig80.41","XM_022435468.1",NA,NA,NA,NA
"evm.model.Contig80.42","XM_022481585.1","LOC111133320","multiple epidermal growth factor-like domains protein 11",242,"GO:0003674"
"evm.model.Contig80.46","XM_022438940.1","LOC111104802","glutamate receptor ionotropic, kainate 2-like",946,"GO:0005575;GO:0007165;GO:0007267;GO:0022857"
"evm.model.Contig80.47","XM_022437839.1","LOC111104095","glutamate receptor ionotropic, kainate 2-like",906,"GO:0005575;GO:0007165;GO:0007267;GO:0022857"
"evm.model.Contig80.48","XM_022433079.1","LOC111100906","gamma-tubulin complex component 2-like",932,"GO:0005815;GO:0007010;GO:0008092;GO:0032991;GO:0065003"
"evm.model.Contig80.49","XM_022433086.1",NA,NA,NA,NA
"evm.model.Contig80.50","XM_022437411.1","LOC111103856","PC3-like endoprotease variant B",766.333333333333,"GO:0008233"
"evm.model.Contig80.51","XM_022437412.1","LOC111103857","uncharacterized methyltransferase-like C25B8.10",299,"GO:0008168"
"evm.model.Contig80.52","XM_022438418.1","LOC111104451","potassium voltage-gated channel subfamily KQT member 1-like",609,"GO:0005886;GO:0022857;GO:0032991"
"evm.model.Contig80.53","XM_022432757.1","LOC111100670","uncharacterized",664,"GO:0008219"
"evm.model.Contig80.54","XM_022432764.1","LOC111100677","V-type proton ATPase subunit E-like",226,"GO:0006091;GO:0016887;GO:0022857;GO:0032991"
"evm.model.Contig80.55","XM_022445282.1","LOC111109199","BEL1-like homeodomain protein 3",317,"GO:0003677"
"evm.model.Contig80.56","XM_022445282.1","LOC111109199","BEL1-like homeodomain protein 3",317,"GO:0003677"
"evm.model.Contig80.57","XM_022433977.1","LOC111101472","uncharacterized HIT-like protein Synpcc7942_1390",185,"GO:0003674"
"evm.model.Contig80.58.1","XM_022478696.1",NA,NA,NA,NA
"evm.model.Contig80.59","XM_022436416.1","LOC111103279","uncharacterized",4145,"GO:0016491;GO:0030234"
"evm.model.Contig80.61","XM_022463608.1","LOC111122065","exportin-2-like",968,"GO:0006810;GO:0019899"
"evm.model.Contig80.70","XM_022461911.1","LOC111120889","transcription factor SOX-11-like",341,"GO:0003700;GO:0005622;GO:0009058;GO:0032991;GO:0034641"
"evm.model.Contig80.71","XM_022461228.1","LOC111120490","probable serine/threonine-protein kinase MARK-A",1273,"GO:0006464;GO:0016301;GO:0043167"
"evm.model.Contig80.72","XM_022461228.1","LOC111120490","probable serine/threonine-protein kinase MARK-A",1273,"GO:0006464;GO:0016301;GO:0043167"
"evm.model.Contig80.73","XM_022461779.1","LOC111120804","XK-related protein 6-like",518,"GO:0005575"
"evm.model.Contig80.74","XM_022461853.1","LOC111120853","regucalcin-like",300,"GO:0030234;GO:0043167"
"evm.model.Contig80.75","XM_022461853.1","LOC111120853","regucalcin-like",300,"GO:0030234;GO:0043167"
"evm.model.Contig80.76","XM_022461853.1","LOC111120853","regucalcin-like",300,"GO:0030234;GO:0043167"
"evm.model.Contig80.78","XM_022461853.1","LOC111120853","regucalcin-like",300,"GO:0030234;GO:0043167"
"evm.model.Contig80.79","XM_022462699.1","LOC111121417","mRNA export factor-like",363,"GO:0003674;GO:0006913"
"evm.model.Contig80.8","XM_022431407.1","LOC111099900","charged multivesicular body protein 2b-like",210,"GO:0007034"
"evm.model.Contig80.81","XR_002639218.1",NA,NA,NA,NA
"evm.model.Contig80.82","XR_002637765.1",NA,NA,NA,NA
"evm.model.Contig80.84","XM_022462359.1","LOC111121201","GTP-binding protein Di-Ras2-like",232,"GO:0003924;GO:0005575;GO:0007165;GO:0043167"
"evm.model.Contig80.86","XM_022459558.1","LOC111119418","receptor-type tyrosine-protein phosphatase kappa-like",1140,"GO:0006464;GO:0006520;GO:0016791"
"evm.model.Contig80.87","XM_022466033.1","LOC111123600","uncharacterized",1137,"GO:0005575;GO:0008233;GO:0043167"
"evm.model.Contig80.88","XM_022457732.1",NA,NA,NA,NA
"evm.model.Contig80.90","XM_022463031.1","LOC111121666","ankyrin repeat domain-containing protein 13C-like",432,"GO:0003674"
"evm.model.Contig80.91","XM_022450296.1","LOC111112640","excitatory amino acid transporter 3-like",517,"GO:0005575;GO:0022857"
"evm.model.Contig80.92","XM_022462753.1","LOC111121458","uncharacterized",991.5,"GO:0003674;GO:0005575;GO:0007165"
"evm.model.Contig80.94.1","XM_022462887.1","LOC111121563","excitatory amino acid transporter 1-like",535,"GO:0005575;GO:0022857"
"evm.model.Contig80.97","XM_022460328.1","LOC111119819","opine dehydrogenase-like",408,"GO:0016491"
"evm.model.Contig80063.1","XM_022485076.1","LOC111135215","histone H2A-like",133,"GO:0003677;GO:0005634;GO:0005694;GO:0032991"
"evm.model.Contig80297.1","XM_022459052.1","LOC111119171","IQ calmodulin-binding motif-containing protein 1-like",592,"GO:0003674;GO:0022607"
"evm.model.Contig80340.1","XM_022465418.1",NA,NA,NA,NA
"evm.model.Contig80360.1","XM_022484594.1","LOC111134969","enhancer of mRNA-decapping protein 4-like",1411,"GO:0003674"
"evm.model.Contig80399.1","XM_022476155.1","LOC111129694","usherin-like",5972,"GO:0003674"
"evm.model.Contig80423.1","XM_022468051.1",NA,NA,NA,NA
"evm.model.Contig809.1.1","XM_022434549.1","LOC111101896","rhotekin-like",548,"GO:0007010;GO:0007165;GO:0019899"
"evm.model.Contig809.10","XM_022480057.1","LOC111132264","PC-esterase domain-containing protein 1A-like",541,"GO:0003674"
"evm.model.Contig809.11","XM_022431159.1","LOC111099735","protrudin-like",386,"GO:0043167"
"evm.model.Contig809.12","XM_022448988.1","LOC111111826","RING finger protein 207-like",362,"GO:0043167"
"evm.model.Contig809.16","XM_022431149.1","LOC111099729","uncharacterized",817,"GO:0003677;GO:0004518"
"evm.model.Contig809.17","XM_022480626.1","LOC111132799","dynein light chain 2, cytoplasmic",89,"GO:0005856;GO:0008150;GO:0032991"
"evm.model.Contig809.18","XM_022480626.1","LOC111132799","dynein light chain 2, cytoplasmic",89,"GO:0005856;GO:0008150;GO:0032991"
"evm.model.Contig809.19","XM_022433665.1","LOC111101238","tankyrase-1-like",452,"GO:0003674;GO:0007165"
"evm.model.Contig809.20","XM_022434917.1","LOC111102251","charged multivesicular body protein 3-like",214,"GO:0007034"
"evm.model.Contig809.21","XM_022488908.1","LOC111137447","ubiquitin-like domain-containing CTD phosphatase 1",334,"GO:0005634;GO:0006464;GO:0016791"
"evm.model.Contig809.22","XM_022484484.1","LOC111134926","huntingtin-like",3005.5,"GO:0005634;GO:0005737"
"evm.model.Contig809.24","XM_022432578.1","LOC111100568","complexin-like",160,"GO:0003674;GO:0006810"
"evm.model.Contig809.3","XM_022442501.1","LOC111107338","kinesin-like protein KIF11-B",1061,"GO:0005856;GO:0008092;GO:0008150;GO:0032991;GO:0043167"
"evm.model.Contig809.30","XM_022482673.1","LOC111133930","meiotic recombination protein REC8 homolog",693,"GO:0003674;GO:0005694;GO:0007049;GO:0007059;GO:0032991;GO:0051276"
"evm.model.Contig809.31","XM_022488095.1","LOC111136921","pantothenate kinase 3-like",409,"GO:0009058;GO:0016301;GO:0034641;GO:0043167;GO:0044281;GO:0051186"
"evm.model.Contig809.33","XM_022485644.1","LOC111135510","uncharacterized",569.333333333333,"GO:0043167"
"evm.model.Contig809.34","XM_022485644.1","LOC111135510","uncharacterized",569.333333333333,"GO:0043167"
"evm.model.Contig809.37","XM_022439320.1",NA,NA,NA,NA
"evm.model.Contig809.38","XM_022434106.1","LOC111101575","zinc finger protein 37 homolog",885,"GO:0003674"
"evm.model.Contig809.39","XM_022483676.1",NA,NA,NA,NA
"evm.model.Contig809.4.1","XM_022434539.1",NA,NA,NA,NA
"evm.model.Contig809.40.1","XM_022486367.1","LOC111135909","uncharacterized",970,"GO:0005575;GO:0007165;GO:0016491;GO:0043167"
"evm.model.Contig809.42","XM_022447884.1",NA,NA,NA,NA
"evm.model.Contig809.44","XM_022433756.1","LOC111101309","prominin-1-A-like",848,"GO:0005575"
"evm.model.Contig809.45","XM_022433756.1","LOC111101309","prominin-1-A-like",848,"GO:0005575"
"evm.model.Contig809.46","XM_022433896.1",NA,NA,NA,NA
"evm.model.Contig809.47","XM_022487669.1","LOC111136657","glycerol-3-phosphate acyltransferase 4-like",459,"GO:0016746"
"evm.model.Contig809.5","XM_022487085.1","LOC111136321","uncharacterized",685,"GO:0003677;GO:0003700;GO:0005634;GO:0009058;GO:0032991;GO:0034641"
"evm.model.Contig809.6","XM_022481300.1",NA,NA,NA,NA
"evm.model.Contig809.8","XM_022448988.1","LOC111111826","RING finger protein 207-like",362,"GO:0043167"
"evm.model.Contig809.9","XM_022448988.1","LOC111111826","RING finger protein 207-like",362,"GO:0043167"
"evm.model.Contig80971.1","XM_022442739.1",NA,NA,NA,NA
"evm.model.Contig81.1","XM_022463920.1","LOC111122265","tRNA-dihydrouridine(16/17) synthase [NAD(P)(+)]-like",569,"GO:0006399;GO:0016491;GO:0043167"
"evm.model.Contig81.100","XM_022461999.1","LOC111120941","bone morphogenetic protein 3-like",464,"GO:0003674;GO:0007165;GO:0008283;GO:0040007"
"evm.model.Contig81.102","XM_022460273.1","LOC111119786","synaptotagmin-15-like",384.166666666667,"GO:0005575"
"evm.model.Contig81.103","XM_022455474.1",NA,NA,NA,NA
"evm.model.Contig81.104","XR_002637586.1",NA,NA,NA,NA
"evm.model.Contig81.105","XM_022460918.1","LOC111120189","transmembrane protease serine 9-like",686,"GO:0008233"
"evm.model.Contig81.106","XM_022460498.1","LOC111119920","suppressor of tumorigenicity 14 protein homolog",904,"GO:0008233"
"evm.model.Contig81.107","XM_022462722.1",NA,NA,NA,NA
"evm.model.Contig81.109","XM_022462490.1","LOC111121289","elongator complex protein 6-like",258,"GO:0005622;GO:0006399;GO:0032991"
