"TranscriptID","ProteinID","GeneID"
"XM_022476975.1","PR domain zinc finger protein 2-like","LOC111130195"
"XM_022476976.1","coadhesin-like","LOC111130197"
"XM_022476977.1","coadhesin-like","LOC111130197"
"XM_022476978.1","uncharacterized","LOC111130198"
"XM_022476979.1","uncharacterized","LOC111130198"
"XM_022476980.1","coadhesin-like","LOC111130199"
"XM_022476981.1","alcohol dehydrogenase [acceptor]-like","LOC111130203"
"XM_022476982.1","alcohol dehydrogenase [acceptor]-like","LOC111130203"
"XM_022476983.1","alcohol dehydrogenase [acceptor]-like","LOC111130203"
"XM_022476984.1","alcohol dehydrogenase [acceptor]-like","LOC111130203"
"XM_022476985.1","uncharacterized","LOC111130205"
"XM_022476986.1","uncharacterized","LOC111130204"
"XM_022476987.1","uncharacterized","LOC111130206"
"XM_022476988.1","uncharacterized","LOC111130207"
"XM_022476989.1","HHIP-like protein 2","LOC111130208"
"XM_022476990.1","HHIP-like protein 2","LOC111130208"
"XM_022476991.1","coiled-coil domain-containing protein 171-like","LOC111130209"
"XM_022476992.1","coiled-coil domain-containing protein 171-like","LOC111130209"
"XM_022476993.1","coiled-coil domain-containing protein 171-like","LOC111130209"
"XM_022476994.1","coiled-coil domain-containing protein 171-like","LOC111130209"
"XM_022476995.1","uncharacterized","LOC111130211"
"XM_022476996.1","uncharacterized","LOC111130211"
"XM_022476997.1","uncharacterized","LOC111130212"
"XM_022476998.1","nectin-1-like","LOC111130210"
"XM_022476999.1","protein ABHD17B-like","LOC111130216"
"XM_022477000.1","MAPK/MAK/MRK overlapping kinase-like","LOC111130217"
"XM_022477001.1","40S ribosomal protein S6-like","LOC111130218"
"XM_022477002.1","dipeptidyl peptidase 3-like","LOC111130219"
"XM_022477003.1","dipeptidyl peptidase 3-like","LOC111130219"
"XM_022477004.1","kelch-like protein diablo","LOC111130220"
"XM_022477005.1","uncharacterized","LOC111130222"
"XM_022477006.1","ARL14 effector protein-like","LOC111130223"
"XM_022477007.1","ARL14 effector protein-like","LOC111130223"
"XM_022477008.1","carcinoembryonic antigen-related cell adhesion molecule 5-like","LOC111130221"
"XM_022477009.1","ARL14 effector protein-like","LOC111130223"
"XM_022477010.1","ARL14 effector protein-like","LOC111130223"
"XM_022477011.1","retinal dehydrogenase 1-like","LOC111130225"
"XM_022477012.1","ras-related protein Rab-1A","LOC111130227"
"XM_022477013.1","uncharacterized","LOC111130228"
"XM_022477014.1","putative amine oxidase [copper-containing]","LOC111130229"
"XM_022477015.1","putative amine oxidase [copper-containing]","LOC111130229"
"XM_022477016.1","putative amine oxidase [copper-containing]","LOC111130229"
"XM_022477017.1","transcription initiation factor IIA subunit 1-like","LOC111130231"
"XM_022477018.1","rab3 GTPase-activating protein non-catalytic subunit-like","LOC111130232"
"XM_022477019.1","rab3 GTPase-activating protein non-catalytic subunit-like","LOC111130232"
"XM_022477020.1","isoleucine--tRNA ligase, mitochondrial-like","LOC111130233"
"XM_022477021.1","DNA repair protein XRCC3-like","LOC111130234"
"XM_022477022.1","uncharacterized","LOC111130235"
"XM_022477023.1","splicing factor 3B subunit 2-like","LOC111130237"
"XM_022477024.1","arrestin domain-containing protein 17-like","LOC111130238"
"XM_022477025.1","arrestin domain-containing protein 17-like","LOC111130238"
"XM_022477026.1","inositol-tetrakisphosphate 1-kinase-like","LOC111130239"
"XM_022477027.1","bifunctional glutamate/proline--tRNA ligase-like","LOC111130240"
"XM_022477028.1","protein expanded-like","LOC111130241"
"XM_022477029.1","protein expanded-like","LOC111130241"
"XM_022477030.1","uncharacterized","LOC111130242"
"XM_022477031.1","phospholipid scramblase 1-like","LOC111130243"
"XM_022477032.1","phospholipid scramblase 1-like","LOC111130243"
"XM_022477033.1","uncharacterized","LOC111130213"
"XM_022477034.1","phospholipid scramblase 1-like","LOC111130244"
"XM_022477035.1","phospholipid scramblase 1-like","LOC111130245"
"XM_022477036.1","phospholipid scramblase 1-like","LOC111130245"
"XM_022477037.1","phospholipid scramblase 1-like","LOC111130245"
"XM_022477038.1","phospholipid scramblase 1-like","LOC111130245"
"XM_022477039.1","phospholipid scramblase 1-like","LOC111130245"
"XM_022477040.1","AP-3 complex subunit beta-2-like","LOC111130246"
"XM_022477041.1","AP-3 complex subunit beta-2-like","LOC111130246"
"XM_022477042.1","uncharacterized","LOC111130248"
"XM_022477043.1","uncharacterized","LOC111130248"
"XM_022477044.1","uncharacterized","LOC111130249"
"XM_022477045.1","uncharacterized","LOC111130249"
"XM_022477046.1","uncharacterized","LOC111130247"
"XM_022477047.1","uncharacterized","LOC111130249"
"XM_022477048.1","uncharacterized","LOC111130249"
"XM_022477049.1","IQ domain-containing protein H-like","LOC111130250"
"XM_022477050.1","IQ domain-containing protein H-like","LOC111130250"
"XM_022477051.1","IQ domain-containing protein H-like","LOC111130250"
"XM_022477052.1","IQ domain-containing protein H-like","LOC111130250"
"XM_022477053.1","PR domain zinc finger protein 5-like","LOC111130251"
"XM_022477054.1","DNA-directed RNA polymerase III subunit RPC3-like","LOC111130252"
"XM_022477055.1","molybdopterin synthase catalytic subunit-like","LOC111130253"
"XM_022477056.1","molybdopterin synthase catalytic subunit-like","LOC111130253"
"XM_022477057.1","rho-related GTP-binding protein RhoJ-like","LOC111130255"
"XM_022477058.1","acetylcholine receptor subunit beta-like 1","LOC111130256"
"XM_022477059.1","acetylcholine receptor subunit beta-like 1","LOC111130256"
"XM_022477060.1","acetylcholine receptor subunit beta-like 1","LOC111130256"
"XM_022477061.1","acetylcholine receptor subunit beta-like 1","LOC111130256"
"XM_022477062.1","acetylcholine receptor subunit beta-like 1","LOC111130256"
"XM_022477063.1","acetylcholine receptor subunit beta-like 1","LOC111130256"
"XM_022477064.1","tropomyosin","LOC111130257"
"XM_022477065.1","tropomyosin","LOC111130257"
"XM_022477066.1","tropomyosin","LOC111130257"
"XM_022477067.1","tropomyosin","LOC111130257"
"XM_022477068.1","tropomyosin","LOC111130257"
"XM_022477069.1","tropomyosin","LOC111130257"
"XM_022477070.1","tropomyosin","LOC111130257"
"XM_022477071.1","tropomyosin","LOC111130257"
"XM_022477072.1","tropomyosin","LOC111130257"
"XM_022477073.1","tropomyosin","LOC111130257"
"XM_022477074.1","ATP-dependent DNA helicase Q1-like","LOC111130258"
"XM_022477075.1","tropomyosin","LOC111130257"
"XM_022477076.1","tropomyosin","LOC111130257"
"XM_022477077.1","tropomyosin","LOC111130257"
"XM_022477078.1","tropomyosin","LOC111130257"
"XM_022477079.1","tropomyosin","LOC111130257"
"XM_022477080.1","tropomyosin","LOC111130257"
"XM_022477081.1","tropomyosin","LOC111130257"
"XM_022477082.1","tropomyosin","LOC111130257"
"XM_022477083.1","tropomyosin","LOC111130257"
"XM_022477084.1","homeobox protein SIX4-like","LOC111130259"
"XM_022477085.1","transmembrane protein 160-like","LOC111130261"
"XM_022477086.1","BTB/POZ domain-containing protein 9-like","LOC111130262"
"XM_022477087.1","neurogenic locus notch homolog protein 1-like","LOC111130260"
"XM_022477088.1","dr1-associated corepressor-like","LOC111130263"
"XM_022477089.1","deleted in malignant brain tumors 1 protein-like","LOC111130264"
"XM_022477090.1","deleted in malignant brain tumors 1 protein-like","LOC111130264"
"XM_022477091.1","deleted in malignant brain tumors 1 protein-like","LOC111130264"
"XM_022477092.1","uncharacterized","LOC111130265"
"XM_022477093.1","uncharacterized","LOC111130265"
"XM_022477094.1","RAC-gamma serine/threonine-protein kinase-like","LOC111130266"
"XM_022477095.1","RAC-gamma serine/threonine-protein kinase-like","LOC111130266"
"XM_022477096.1","RAC-gamma serine/threonine-protein kinase-like","LOC111130266"
"XM_022477097.1","RAC-gamma serine/threonine-protein kinase-like","LOC111130266"
"XM_022477098.1","AP-4 complex subunit mu-like","LOC111130268"
"XM_022477099.1","uncharacterized","LOC111130269"
"XM_022477100.1","uncharacterized","LOC111130267"
"XM_022477101.1","uncharacterized","LOC111130269"
"XM_022477102.1","uncharacterized","LOC111130269"
"XM_022477103.1","uncharacterized","LOC111130270"
"XM_022477104.1","SHC-transforming protein 1-like","LOC111130271"
"XM_022477105.1","SHC-transforming protein 1-like","LOC111130271"
"XM_022477106.1","ras-related protein Rab-4B-like","LOC111130272"
"XM_022477107.1","mirror-image polydactyly gene 1 protein-like","LOC111130273"
"XM_022477108.1","mirror-image polydactyly gene 1 protein-like","LOC111130273"
"XM_022477109.1","uncharacterized","LOC111130267"
"XM_022477110.1","mirror-image polydactyly gene 1 protein-like","LOC111130273"
"XM_022477111.1","E3 ubiquitin-protein ligase RNF115-like","LOC111130274"
"XM_022477112.1","protein fem-1 homolog C-like","LOC111130275"
"XM_022477113.1","ribokinase-like","LOC111130276"
"XM_022477114.1","AB hydrolase superfamily protein C1039.03-like","LOC111130277"
"XM_022477115.1","AB hydrolase superfamily protein C1039.03-like","LOC111130277"
"XM_022477116.1","AB hydrolase superfamily protein C1039.03-like","LOC111130277"
"XM_022477117.1","AB hydrolase superfamily protein C1039.03-like","LOC111130277"
"XM_022477118.1","uncharacterized","LOC111130267"
"XM_022477119.1","AB hydrolase superfamily protein C1039.03-like","LOC111130277"
"XM_022477120.1","AB hydrolase superfamily protein C1039.03-like","LOC111130277"
"XM_022477121.1","uncharacterized","LOC111130278"
"XM_022477122.1","protein expanded-like","LOC111130279"
"XM_022477123.1","protein expanded-like","LOC111130279"
"XM_022477124.1","uncharacterized","LOC111130281"
"XM_022477125.1","ubiquinone biosynthesis monooxygenase COQ6, mitochondrial-like","LOC111130282"
"XM_022477126.1","uncharacterized","LOC111130267"
"XM_022477127.1","sodium/potassium/calcium exchanger 1-like","LOC111130283"
"XM_022477128.1","sodium/potassium/calcium exchanger 1-like","LOC111130283"
"XM_022477129.1","sodium/potassium/calcium exchanger 1-like","LOC111130283"
"XM_022477130.1","sodium/potassium/calcium exchanger 1-like","LOC111130283"
"XM_022477131.1","sodium/potassium/calcium exchanger 1-like","LOC111130283"
"XM_022477132.1","sodium/potassium/calcium exchanger 1-like","LOC111130283"
"XM_022477133.1","sodium/potassium/calcium exchanger 1-like","LOC111130283"
"XM_022477134.1","toll-like receptor 2","LOC111130284"
"XM_022477135.1","toll-like receptor 6","LOC111130285"
"XM_022477136.1","midasin-like","LOC111130287"
"XM_022477137.1","atypical chemokine receptor 4-like","LOC111130288"
"XM_022477138.1","atypical chemokine receptor 4-like","LOC111130288"
"XM_022477139.1","leucine-rich repeat and IQ domain-containing protein 1-like","LOC111130286"
"XM_022477140.1","cilia- and flagella-associated protein 161-like","LOC111130289"
"XM_022477141.1","protein jagged-1b-like","LOC111130290"
"XM_022477142.1","protein ARV1-like","LOC111130291"
"XM_022477143.1","protein ARV1-like","LOC111130291"
"XM_022477144.1","ribonuclease P protein subunit p20-like","LOC111130292"
"XM_022477145.1","protein dispatched homolog 1-like","LOC111130293"
"XM_022477146.1","spastin-like","LOC111130294"
"XM_022477147.1","leucine-rich repeat and IQ domain-containing protein 1-like","LOC111130286"
"XM_022477148.1","spastin-like","LOC111130294"
"XM_022477149.1","26S proteasome regulatory subunit 10B","LOC111130295"
"XM_022477150.1","MIP18 family protein FAM96A-like","LOC111130296"
"XM_022477151.1","A-kinase anchor protein 13-like","LOC111130297"
"XM_022477152.1","A-kinase anchor protein 13-like","LOC111130297"
"XM_022477153.1","A-kinase anchor protein 13-like","LOC111130297"
"XM_022477154.1","A-kinase anchor protein 13-like","LOC111130297"
"XM_022477155.1","A-kinase anchor protein 13-like","LOC111130297"
"XM_022477156.1","leucine-rich repeat and IQ domain-containing protein 1-like","LOC111130286"
"XM_022477157.1","A-kinase anchor protein 13-like","LOC111130297"
"XM_022477158.1","A-kinase anchor protein 13-like","LOC111130297"
"XM_022477159.1","A-kinase anchor protein 13-like","LOC111130297"
"XM_022477160.1","A-kinase anchor protein 13-like","LOC111130297"
"XM_022477161.1","A-kinase anchor protein 13-like","LOC111130297"
"XM_022477162.1","A-kinase anchor protein 13-like","LOC111130297"
"XM_022477163.1","A-kinase anchor protein 13-like","LOC111130297"
"XM_022477164.1","A-kinase anchor protein 13-like","LOC111130297"
"XM_022477165.1","A-kinase anchor protein 13-like","LOC111130297"
"XM_022477166.1","A-kinase anchor protein 13-like","LOC111130297"
"XM_022477167.1","synembryn-A-like","LOC111130280"
"XM_022477168.1","leucine-rich repeat and IQ domain-containing protein 1-like","LOC111130286"
"XM_022477169.1","A-kinase anchor protein 13-like","LOC111130297"
"XM_022477170.1","A-kinase anchor protein 13-like","LOC111130297"
"XM_022477171.1","A-kinase anchor protein 13-like","LOC111130297"
"XM_022477172.1","A-kinase anchor protein 13-like","LOC111130297"
"XM_022477173.1","A-kinase anchor protein 13-like","LOC111130297"
"XM_022477174.1","A-kinase anchor protein 13-like","LOC111130297"
"XM_022477175.1","A-kinase anchor protein 13-like","LOC111130297"
"XM_022477176.1","A-kinase anchor protein 13-like","LOC111130297"
"XM_022477177.1","A-kinase anchor protein 13-like","LOC111130297"
"XM_022477178.1","A-kinase anchor protein 13-like","LOC111130297"
"XM_022477179.1","leucine-rich repeat and IQ domain-containing protein 1-like","LOC111130286"
"XM_022477180.1","A-kinase anchor protein 13-like","LOC111130297"
"XM_022477181.1","A-kinase anchor protein 13-like","LOC111130297"
"XM_022477182.1","A-kinase anchor protein 13-like","LOC111130297"
"XM_022477183.1","A-kinase anchor protein 13-like","LOC111130297"
"XM_022477184.1","A-kinase anchor protein 13-like","LOC111130297"
"XM_022477185.1","A-kinase anchor protein 13-like","LOC111130297"
"XM_022477186.1","A-kinase anchor protein 13-like","LOC111130297"
"XM_022477187.1","A-kinase anchor protein 13-like","LOC111130297"
"XM_022477188.1","cell division control protein 42-like","LOC111130298"
"XM_022477189.1","leucine-rich repeat and IQ domain-containing protein 1-like","LOC111130286"
"XM_022477190.1","uncharacterized","LOC111130299"
"XM_022477191.1","26S proteasome regulatory subunit 6B","LOC111130300"
"XM_022477192.1","adenylate kinase 7-like","LOC111130301"
"XM_022477193.1","glia maturation factor beta-like","LOC111130302"
"XM_022477194.1","glia maturation factor beta-like","LOC111130302"
"XM_022477195.1","poly [ADP-ribose] polymerase 8-like","LOC111130303"
"XM_022477196.1","uncharacterized","LOC111130304"
"XM_022477197.1","uncharacterized","LOC111130304"
"XM_022477198.1","uncharacterized","LOC111130306"
"XM_022477199.1","uncharacterized","LOC111130306"
"XM_022477200.1","uncharacterized","LOC111130306"
"XM_022477201.1","uncharacterized","LOC111130306"
"XM_022477202.1","zinc finger and BTB domain-containing protein 17-like","LOC111130305"
"XM_022477203.1","probable ATP-dependent RNA helicase YTHDC2","LOC111130307"
"XM_022477204.1","uncharacterized","LOC111130308"
"XM_022477205.1","DNA helicase INO80-like","LOC111130309"
"XM_022477206.1","baculoviral IAP repeat-containing protein 6-like","LOC111130310"
"XM_022477207.1","baculoviral IAP repeat-containing protein 6-like","LOC111130310"
"XM_022477208.1","baculoviral IAP repeat-containing protein 6-like","LOC111130310"
"XM_022477209.1","baculoviral IAP repeat-containing protein 6-like","LOC111130310"
"XM_022477210.1","baculoviral IAP repeat-containing protein 6-like","LOC111130310"
"XM_022477211.1","tubulin-folding cofactor B-like","LOC111130312"
"XM_022477212.1","uncharacterized","LOC111130313"
"XM_022477213.1","macrophage mannose receptor 1-like","LOC111130314"
"XM_022477214.1","macrophage mannose receptor 1-like","LOC111130314"
"XM_022477215.1","insulin-like growth factor-binding protein complex acid labile subunit","LOC111130311"
"XM_022477216.1","macrophage mannose receptor 1-like","LOC111130314"
"XM_022477217.1","uncharacterized","LOC111130315"
"XM_022477218.1","uncharacterized","LOC111130316"
"XM_022477219.1","uncharacterized","LOC111130316"
"XM_022477220.1","uncharacterized","LOC111130316"
"XM_022477221.1","uncharacterized","LOC111130317"
"XM_022477222.1","uncharacterized","LOC111130317"
"XM_022477223.1","uncharacterized","LOC111130317"
"XM_022477224.1","uncharacterized","LOC111130319"
"XM_022477225.1","uncharacterized","LOC111130320"
"XM_022477226.1","uncharacterized","LOC111130321"
"XM_022477227.1","insulin-like growth factor-binding protein complex acid labile subunit","LOC111130318"
"XM_022477228.1","PHD finger protein 10-like","LOC111130322"
