"GeneID","TranscriptID","ProteinID","meanLength","Annotation_GO_ID"
"LOC111133403","XM_022481798.1","rap1 GTPase-activating protein 1-like",827.0625,"GO:0007165;GO:0030234"
"LOC111133403","XM_022481802.1","rap1 GTPase-activating protein 1-like",827.0625,"GO:0007165;GO:0030234"
"LOC111133403","XM_022481801.1","rap1 GTPase-activating protein 1-like",827.0625,"GO:0007165;GO:0030234"
"LOC111133403","XM_022481794.1","rap1 GTPase-activating protein 1-like",827.0625,"GO:0007165;GO:0030234"
"LOC111133403","XM_022481792.1","rap1 GTPase-activating protein 1-like",827.0625,"GO:0007165;GO:0030234"
"LOC111133404","XM_022481809.1","RNA polymerase II subunit A C-terminal domain phosphatase SSU72-like",196,"GO:0005634;GO:0006397;GO:0006464;GO:0016791"
"LOC111133408","XM_022481813.1","uncharacterized",197,"GO:0003674"
"LOC111133412","XM_022481817.1","cholecystokinin receptor type A-like",376,"GO:0003674;GO:0005575;GO:0007165;GO:0007267"
"LOC111133413","XM_022481818.1","MICOS complex subunit Mic10-like",84,"GO:0005739;GO:0032991"
"LOC111133418","XM_022481827.1","RING finger protein 207-like",570,"GO:0043167"
"LOC111133422","XM_022481844.1","sedoheptulokinase-like",460,"GO:0003674;GO:0005975"
"LOC111133422","XM_022481842.1","sedoheptulokinase-like",460,"GO:0003674;GO:0005975"
"LOC111133422","XM_022481843.1","sedoheptulokinase-like",460,"GO:0003674;GO:0005975"
"LOC111133423","XM_022481845.1","neutral cholesterol ester hydrolase 1-like",447,"GO:0003674;GO:0005575"
"LOC111133425","XM_022481848.1","ABC transporter B family member 25-like",813,"GO:0005575;GO:0016887;GO:0022857;GO:0043167"
"LOC111133425","XM_022481849.1","ABC transporter B family member 25-like",813,"GO:0005575;GO:0016887;GO:0022857;GO:0043167"
"LOC111133426","XM_022481850.1","probable leucine--tRNA ligase, mitochondrial",897,"GO:0006399;GO:0006412;GO:0006520;GO:0016874;GO:0043167"
"LOC111133428","XM_022481852.1","proteasome subunit beta type-6-like",223,"GO:0005622;GO:0008233;GO:0009056;GO:0032991"
"LOC111133429","XM_022481853.1","heparanase-like",505,"GO:0005575;GO:0016798"
"LOC111133430","XM_022481854.1","monocarboxylate transporter 13-like",433,"GO:0005575;GO:0055085"
"LOC111133431","XM_022481856.1","oxytocin receptor-like",341,"GO:0003674;GO:0005575;GO:0007165"
"LOC111133432","XM_022481857.1","GTP-binding protein GEM-like",356,"GO:0003924;GO:0005575;GO:0007165;GO:0043167"
"LOC111133433","XM_022481858.1","serine/threonine-protein kinase mTOR-like",2478,"GO:0006520;GO:0016301"
"LOC111133433","XM_022481860.1","serine/threonine-protein kinase mTOR-like",2478,"GO:0006520;GO:0016301"
"LOC111133433","XM_022481861.1","serine/threonine-protein kinase mTOR-like",2478,"GO:0006520;GO:0016301"
"LOC111133433","XM_022481859.1","serine/threonine-protein kinase mTOR-like",2478,"GO:0006520;GO:0016301"
"LOC111133434","XM_022481862.1","translocation protein SEC62-like",432.5,"GO:0005737;GO:0005783;GO:0006810"
"LOC111133434","XM_022481863.1","translocation protein SEC62-like",432.5,"GO:0005737;GO:0005783;GO:0006810"
"LOC111133435","XM_022481864.1","ubiA prenyltransferase domain-containing protein 1 homolog",327,"GO:0005575;GO:0016765"
"LOC111133436","XM_022481867.1","zinc finger CCCH-type antiviral protein 1-like",308,"GO:0043167"
"LOC111133439","XM_022481866.1","metallophosphoesterase 1-like",394,"GO:0003674;GO:0006464;GO:0006629;GO:0009058"
"LOC111133440","XM_022481868.1","adipolin-like",319,"GO:0003674"
"LOC111133441","XM_022481871.1","cyclic nucleotide-gated cation channel alpha-3-like",890.8,"GO:0005575;GO:0022857"
"LOC111133441","XM_022481872.1","cyclic nucleotide-gated cation channel alpha-3-like",890.8,"GO:0005575;GO:0022857"
"LOC111133441","XM_022481869.1","cyclic nucleotide-gated cation channel alpha-3-like",890.8,"GO:0005575;GO:0022857"
"LOC111133441","XM_022481873.1","cyclic nucleotide-gated cation channel alpha-3-like",890.8,"GO:0005575;GO:0022857"
"LOC111133441","XM_022481870.1","cyclic nucleotide-gated cation channel alpha-3-like",890.8,"GO:0005575;GO:0022857"
"LOC111133444","XM_022481877.1","beta-hexosaminidase subunit beta-like",653,"GO:0005975;GO:0006629;GO:0009056;GO:0016798"
"LOC111133445","XM_022481878.1","flocculation protein FLO11-like",1831,"GO:0005856;GO:0008092;GO:0032991"
"LOC111133449","XM_022481882.1","D-aspartate oxidase-like",340,"GO:0006520;GO:0016491;GO:0043167"
"LOC111133452","XM_022481884.1","39S ribosomal protein L10, mitochondrial-like",252,"GO:0005622;GO:0042254"
"LOC111133453","XM_022481885.1","2-methoxy-6-polyprenyl-1,4-benzoquinol methylase, mitochondrial-like",333,"GO:0008168"
"LOC111133458","XM_022481889.1","tRNA pseudouridine synthase-like 1",401,"GO:0003723;GO:0016853;GO:0034641"
"LOC111133459","XM_022481890.1","PDZ and LIM domain protein Zasp-like",164,"GO:0003674"
"LOC111133460","XM_022481891.1","GTP-binding protein GEM-like",322,"GO:0003924;GO:0005575;GO:0007165;GO:0043167"
"LOC111133465","XM_022481899.1","interferon-induced transmembrane protein 1-like",151,"GO:0005575"
"LOC111133466","XM_022481902.1","ankyrin repeat and KH domain-containing protein 1-like",443,"GO:0003674;GO:0007165"
"LOC111133466","XM_022481900.1","ankyrin repeat and KH domain-containing protein 1-like",443,"GO:0003674;GO:0007165"
"LOC111133467","XM_022481903.1","F-box/WD repeat-containing protein 5-like",475,"GO:0003674"
"LOC111133468","XM_022481906.1","guanylate cyclase 2G-like",1101,"GO:0006464;GO:0007165;GO:0009058;GO:0016301;GO:0016829;GO:0034641;GO:0043167;GO:0044281"
"LOC111133468","XM_022481904.1","guanylate cyclase 2G-like",1101,"GO:0006464;GO:0007165;GO:0009058;GO:0016301;GO:0016829;GO:0034641;GO:0043167;GO:0044281"
"LOC111133468","XM_022481905.1","guanylate cyclase 2G-like",1101,"GO:0006464;GO:0007165;GO:0009058;GO:0016301;GO:0016829;GO:0034641;GO:0043167;GO:0044281"
"LOC111133470","XM_022481908.1","uncharacterized",478.333333333333,"GO:0043167"
"LOC111133470","XM_022481910.1","uncharacterized",478.333333333333,"GO:0043167"
"LOC111133470","XM_022481911.1","uncharacterized",478.333333333333,"GO:0043167"
"LOC111133471","XM_022481912.1","RNA pseudouridylate synthase domain-containing protein 2-like",552,"GO:0003723;GO:0016853;GO:0034641"
"LOC111133472","XM_022481913.1","tumor protein 63-like",676,"GO:0003677;GO:0003700;GO:0005634;GO:0008219;GO:0009058;GO:0032991;GO:0034641;GO:0065003"
"LOC111133473","XM_022481952.1","cholecystokinin receptor type A-like",408,"GO:0003674;GO:0005575;GO:0007165"
"LOC111133474","XM_022481914.1","WD repeat-containing protein WRAP73-like",471,"GO:0003674"
"LOC111133475","XM_022481915.1","protein-S-isoprenylcysteine O-methyltransferase-like",295,"GO:0005783;GO:0006464;GO:0008168"
"LOC111133477","XM_022481917.1","probable peptide chain release factor C12orf65, mitochondrial",271.166666666667,"GO:0005840;GO:0006457;GO:0008135"
"LOC111133477","XM_022481917.1","probable peptide chain release factor C12orf65, mitochondrial",271.166666666667,"GO:0003674"
"LOC111133477","XM_022481920.1","probable peptide chain release factor C12orf65, mitochondrial",271.166666666667,"GO:0005840;GO:0006457;GO:0008135"
"LOC111133477","XM_022481920.1","probable peptide chain release factor C12orf65, mitochondrial",271.166666666667,"GO:0003674"
"LOC111133477","XM_022481923.1","probable peptide chain release factor C12orf65, mitochondrial",271.166666666667,"GO:0005840;GO:0006457;GO:0008135"
"LOC111133477","XM_022481923.1","probable peptide chain release factor C12orf65, mitochondrial",271.166666666667,"GO:0003674"
"LOC111133477","XM_022481919.1","probable peptide chain release factor C12orf65, mitochondrial",271.166666666667,"GO:0005840;GO:0006457;GO:0008135"
"LOC111133477","XM_022481919.1","probable peptide chain release factor C12orf65, mitochondrial",271.166666666667,"GO:0003674"
"LOC111133477","XM_022481918.1","probable peptide chain release factor C12orf65, mitochondrial",271.166666666667,"GO:0005840;GO:0006457;GO:0008135"
"LOC111133477","XM_022481918.1","probable peptide chain release factor C12orf65, mitochondrial",271.166666666667,"GO:0003674"
"LOC111133477","XM_022481921.1","probable peptide chain release factor C12orf65, mitochondrial",271.166666666667,"GO:0005840;GO:0006457;GO:0008135"
"LOC111133477","XM_022481921.1","probable peptide chain release factor C12orf65, mitochondrial",271.166666666667,"GO:0003674"
"LOC111133478","XM_022481922.1","uncharacterized",204,"GO:0005575"
"LOC111133482","XM_022481926.1","tripartite motif-containing protein 45-like",747,"GO:0005622;GO:0043167"
"LOC111133483","XM_022481927.1","carbonyl reductase [NADPH] 1-like",281,"GO:0016491"
"LOC111133484","XM_022481928.1","G patch domain-containing protein 3-like",525,"GO:0002376;GO:0003674;GO:0006950;GO:0007165"
"LOC111133485","XM_022481930.1","uncharacterized",870,"GO:0003677;GO:0009058;GO:0034641"
"LOC111133485","XM_022481933.1","uncharacterized",870,"GO:0003677;GO:0009058;GO:0034641"
"LOC111133485","XM_022481932.1","uncharacterized",870,"GO:0003677;GO:0009058;GO:0034641"
"LOC111133485","XM_022481929.1","uncharacterized",870,"GO:0003677;GO:0009058;GO:0034641"
"LOC111133485","XM_022481931.1","uncharacterized",870,"GO:0003677;GO:0009058;GO:0034641"
"LOC111133486","XM_022481934.1","uncharacterized",448,"GO:0005575;GO:0007165;GO:0022857"
"LOC111133488","XM_022481941.1","RING-box protein 2-like",106,"GO:0043167"
"LOC111133488","XM_022481939.1","RING-box protein 2-like",106,"GO:0043167"
"LOC111133488","XM_022481940.1","RING-box protein 2-like",106,"GO:0043167"
"LOC111133489","XM_022481942.1","sorting nexin-20-like",312,"GO:0006810;GO:0008289;GO:0043167"
"LOC111133491","XM_022481945.1","OTU domain-containing protein 7A-like",925,"GO:0003677;GO:0043167"
"LOC111133496","XM_022481948.1","uncharacterized",436,"GO:0043167"
"LOC111133497","XM_022481949.1","ester hydrolase C11orf54 homolog",312,"GO:0005634"
"LOC111133499","XM_022481951.1","uncharacterized",204.5,"GO:0003674"
"LOC111133499","XM_022481953.1","uncharacterized",204.5,"GO:0003674"
"LOC111133504","XM_022481957.1","tRNA pseudouridine synthase A, mitochondrial-like",490,"GO:0003723;GO:0016853;GO:0034641"
"LOC111133508","XM_022481969.1","uncharacterized",1333.5,"GO:0006464;GO:0008233;GO:0009056"
"LOC111133508","XM_022481970.1","uncharacterized",1333.5,"GO:0006464;GO:0008233;GO:0009056"
"LOC111133509","XM_022481971.1","calpain-5-like",643,"GO:0005622;GO:0008233"
"LOC111133511","XM_022481975.1","transmembrane 9 superfamily member 1-like",588.5,"GO:0005575"
"LOC111133511","XM_022481983.1","transmembrane 9 superfamily member 1-like",588.5,"GO:0005575"
"LOC111133515","XM_022481976.1","F-box only protein 31-like",386,"GO:0000278;GO:0003674;GO:0005622;GO:0006950;GO:0009056;GO:0032991"
"LOC111133515","XM_022481977.1","F-box only protein 31-like",386,"GO:0000278;GO:0003674;GO:0005622;GO:0006950;GO:0009056;GO:0032991"
"LOC111133516","XM_022481978.1","GTP-binding protein GEM-like",328,"GO:0003924;GO:0005575;GO:0007165;GO:0043167"
"LOC111133517","XM_022481981.1","monocarboxylate transporter 13-like",503,"GO:0005575;GO:0055085"
"LOC111133517","XM_022481979.1","monocarboxylate transporter 13-like",503,"GO:0005575;GO:0055085"
"LOC111133517","XM_022481980.1","monocarboxylate transporter 13-like",503,"GO:0005575;GO:0055085"
"LOC111133520","XM_022481984.1","toll-like receptor 6",598,"GO:0003674;GO:0007165"
"LOC111133522","XM_022481987.1","ankyrin-3-like",490.5,"GO:0003674"
"LOC111133522","XM_022481988.1","ankyrin-3-like",490.5,"GO:0003674"
"LOC111133525","XM_022481991.1","tetratricopeptide repeat protein 5-like",424.5,"GO:0003674"
"LOC111133525","XM_022481990.1","tetratricopeptide repeat protein 5-like",424.5,"GO:0003674"
"LOC111133526","XM_022481992.1","proton-coupled folate transporter-like",507,"GO:0005575;GO:0055085"
"LOC111133526","XM_022481994.1","proton-coupled folate transporter-like",507,"GO:0005575;GO:0055085"
"LOC111133526","XM_022481993.1","proton-coupled folate transporter-like",507,"GO:0005575;GO:0055085"
"LOC111133527","XM_022481995.1","centromere protein N-like",340.5,"GO:0007059;GO:0051276;GO:0065003"
"LOC111133527","XM_022481996.1","centromere protein N-like",340.5,"GO:0007059;GO:0051276;GO:0065003"
"LOC111133528","XM_022481997.1","sodium-dependent glucose transporter 1B-like",499,"GO:0005575;GO:0055085"
"LOC111133529","XM_022482000.1","lysosomal aspartic protease-like",385.5,"GO:0008233"
"LOC111133529","XM_022482009.1","lysosomal aspartic protease-like",385.5,"GO:0008233"
"LOC111133530","XM_022481998.1","putative uncharacterized oxidoreductase YDR541C",445,"GO:0003674"
"LOC111133533","XM_022481999.1","calpain-B-like",555.5,"GO:0005622;GO:0008233"
"LOC111133533","XM_022482001.1","calpain-B-like",555.5,"GO:0005622;GO:0008233"
"LOC111133534","XM_022482002.1","carbonyl reductase [NADPH] 1-like",286,"GO:0016491"
"LOC111133535","XM_022482004.1","uncharacterized",545,"GO:0003674"
"LOC111133535","XM_022482003.1","uncharacterized",545,"GO:0003674"
"LOC111133538","XM_022482010.1","uncharacterized protein YMR196W-like",946,"GO:0005975;GO:0016798"
"LOC111133538","XM_022482008.1","uncharacterized protein YMR196W-like",946,"GO:0005975;GO:0016798"
"LOC111133539","XM_022482011.1","uncharacterized",573,"GO:0043167"
"LOC111133540","XM_022482012.1","uncharacterized",572,"GO:0043167"
"LOC111133541","XM_022482013.1","uncharacterized",569,"GO:0043167"
"LOC111133542","XM_022482014.1","uncharacterized protein YMR196W-like",565,"GO:0005975;GO:0016798"
"LOC111133544","XM_022482016.1","GTP-binding protein REM 1-like",301,"GO:0003924;GO:0005575;GO:0007165;GO:0043167"
"LOC111133546","XM_022482017.1","proteasome subunit alpha type-7-like",249,"GO:0005622;GO:0008233;GO:0009056;GO:0032991"
"LOC111133551","XM_022482025.1","laccase-4-like",703,"GO:0016491;GO:0043167"
"LOC111133551","XM_022482024.1","laccase-4-like",703,"GO:0016491;GO:0043167"
"LOC111133553","XM_022482027.1","uncharacterized",1551.5,"GO:0003674;GO:0005576;GO:0008150"
"LOC111133553","XM_022482029.1","uncharacterized",1551.5,"GO:0003674;GO:0005576;GO:0008150"
"LOC111133555","XM_022482030.1","uncharacterized",739,"GO:0003674"
"LOC111133556","XM_022482032.1","beta-1,3-galactosyl-O-glycosyl-glycoprotein beta-1,6-N-acetylglucosaminyltransferase 3-like",473,"GO:0005575;GO:0016757"
"LOC111133556","XM_022482031.1","beta-1,3-galactosyl-O-glycosyl-glycoprotein beta-1,6-N-acetylglucosaminyltransferase 3-like",473,"GO:0005575;GO:0016757"
"LOC111133556","XM_022482033.1","beta-1,3-galactosyl-O-glycosyl-glycoprotein beta-1,6-N-acetylglucosaminyltransferase 3-like",473,"GO:0005575;GO:0016757"
"LOC111133558","XM_022482034.1","cytochrome P450 1B1-like",521,"GO:0006629;GO:0016491;GO:0043167;GO:0044281"
"LOC111133561","XM_022482036.1","E3 ubiquitin-protein ligase Midline-1-like",640,"GO:0043167"
"LOC111133562","XM_022482037.1","protein snail-like",407,"GO:0003674"
"LOC111133563","XM_022482042.1","rab GTPase-binding effector protein 1-like",953.8,"GO:0007165;GO:0008283;GO:0016192;GO:0030234;GO:0040007;GO:0043167"
"LOC111133563","XM_022482043.1","rab GTPase-binding effector protein 1-like",953.8,"GO:0007165;GO:0008283;GO:0016192;GO:0030234;GO:0040007;GO:0043167"
"LOC111133563","XM_022482040.1","rab GTPase-binding effector protein 1-like",953.8,"GO:0007165;GO:0008283;GO:0016192;GO:0030234;GO:0040007;GO:0043167"
"LOC111133563","XM_022482038.1","rab GTPase-binding effector protein 1-like",953.8,"GO:0007165;GO:0008283;GO:0016192;GO:0030234;GO:0040007;GO:0043167"
"LOC111133563","XM_022482041.1","rab GTPase-binding effector protein 1-like",953.8,"GO:0007165;GO:0008283;GO:0016192;GO:0030234;GO:0040007;GO:0043167"
"LOC111133564","XM_022482044.1","SH2B adapter protein 1-like",624,"GO:0003674;GO:0007165"
"LOC111133565","XM_022482045.1","protein SEC13 homolog",312,"GO:0005198;GO:0007165;GO:0016192;GO:0031410;GO:0032991;GO:0061024"
"LOC111133568","XM_022482047.1","neural-cadherin-like",1674,"GO:0005886;GO:0007155;GO:0043167"
"LOC111133569","XM_022482048.1","neural-cadherin-like",1674,"GO:0005886;GO:0007155;GO:0043167"
"LOC111133570","XM_022482049.1","A disintegrin and metalloproteinase with thrombospondin motifs 15-like",1240,"GO:0005575;GO:0008233"
"LOC111133571","XM_022482050.1","A disintegrin and metalloproteinase with thrombospondin motifs 1-like",1235,"GO:0005575;GO:0008233"
"LOC111133572","XM_022482056.1","A disintegrin and metalloproteinase with thrombospondin motifs 5-like",1021,"GO:0008233"
"LOC111133572","XM_022482052.1","A disintegrin and metalloproteinase with thrombospondin motifs 5-like",1021,"GO:0008233"
"LOC111133572","XM_022482054.1","A disintegrin and metalloproteinase with thrombospondin motifs 5-like",1021,"GO:0008233"
"LOC111133572","XM_022482055.1","A disintegrin and metalloproteinase with thrombospondin motifs 5-like",1021,"GO:0008233"
"LOC111133572","XM_022482053.1","A disintegrin and metalloproteinase with thrombospondin motifs 5-like",1021,"GO:0008233"
"LOC111133573","XM_022482058.1","A disintegrin and metalloproteinase with thrombospondin motifs 5-like",1021,"GO:0008233"
"LOC111133573","XM_022482057.1","A disintegrin and metalloproteinase with thrombospondin motifs 5-like",1021,"GO:0008233"
"LOC111133573","XM_022482059.1","A disintegrin and metalloproteinase with thrombospondin motifs 5-like",1021,"GO:0008233"
"LOC111133573","XM_022482062.1","A disintegrin and metalloproteinase with thrombospondin motifs 5-like",1021,"GO:0008233"
"LOC111133573","XM_022482060.1","A disintegrin and metalloproteinase with thrombospondin motifs 5-like",1021,"GO:0008233"
"LOC111133574","XM_022482064.1","protein moonraker-like",1019,"GO:0007010;GO:0007049;GO:0022607"
"LOC111133574","XM_022482066.1","protein moonraker-like",1019,"GO:0007010;GO:0007049;GO:0022607"
"LOC111133574","XM_022482065.1","protein moonraker-like",1019,"GO:0007010;GO:0007049;GO:0022607"
"LOC111133574","XM_022482063.1","protein moonraker-like",1019,"GO:0007010;GO:0007049;GO:0022607"
"LOC111133575","XM_022482067.1","protein moonraker-like",1019.33333333333,"GO:0007010;GO:0007049;GO:0022607"
"LOC111133575","XM_022482068.1","protein moonraker-like",1019.33333333333,"GO:0007010;GO:0007049;GO:0022607"
"LOC111133575","XM_022482069.1","protein moonraker-like",1019.33333333333,"GO:0007010;GO:0007049;GO:0022607"
"LOC111133577","XM_022482076.1","solute carrier family 22 member 18-like",430,"GO:0003674;GO:0005575;GO:0055085"
"LOC111133577","XM_022482093.1","solute carrier family 22 member 18-like",430,"GO:0003674;GO:0005575;GO:0055085"
"LOC111133577","XM_022482085.1","solute carrier family 22 member 18-like",430,"GO:0003674;GO:0005575;GO:0055085"
"LOC111133578","XM_022482077.1","mesenchyme-specific cell surface glycoprotein-like",588,"GO:0003674"
